      0	       15176
      1	       15179
      2	       15175
      3	       15179
      4	       15179
      5	       15174
      6	       15174
      7	       15182
      8	       15178
      9	       15179
     10	       15180
     11	       15183
     12	       15175
     13	       15177
     14	       15178
     15	       15184
     16	       15176
     17	       15182
     18	       15172
     19	       15174
     20	       15173
     21	       15179
     22	       15179
     23	       15181
     24	       15178
     25	       15178
     26	       15178
     27	       15181
     28	       15174
     29	       15176
     30	       15180
     31	       15180
     32	       15178
     33	       15179
     34	       15183
     35	       15184
     36	       15182
     37	       15180
     38	       15177
     39	       15181
     40	       15185
     41	       15181
     42	       15178
     43	       15178
     44	       15176
     45	       15184
     46	       15178
     47	       15184
     48	       15178
     49	       15180
     50	       15177
     51	       15183
     52	       15178
     53	       15176
     54	       15177
     55	       15173
     56	       15178
     57	       15178
     58	       15181
     59	       15181
     60	       15184
     61	       15177
     62	       15179
     63	       15182
     64	       15175
     65	       15184
     66	       15180
     67	       15181
     68	       15176
     69	       15179
     70	       15180
     71	       15182
     72	       15178
     73	       15178
     74	       15180
     75	       15177
     76	       15181
     77	       15178
     78	       15183
     79	       15185
     80	       15176
     81	       15179
     82	       15182
     83	       15178
     84	       15175
     85	       15176
     86	       15180
     87	       15180
     88	       15183
     89	       15177
     90	       15172
     91	       15182
     92	       15174
     93	       15174
     94	       15172
     95	       15185
     96	       15178
     97	       15177
     98	       15180
     99	       15173
    100	       15176
    101	       15178
    102	       15174
    103	       15179
    104	       15182
    105	       15183
    106	       15181
    107	       15184
    108	       15175
    109	       15182
    110	       15181
    111	       15181
    112	       15177
    113	       15180
    114	       15180
    115	       15179
    116	       15178
    117	       15178
    118	       15179
    119	       15178
    120	       15177
    121	       15175
    122	       15182
    123	       15176
    124	       15181
    125	       15177
    126	       15180
    127	       15181
    128	       15183
    129	       15178
    130	       15182
    131	       15188
    132	       15183
    133	       15178
    134	       15184
    135	       15176
    136	       15179
    137	       15187
    138	       15177
    139	       15177
    140	       15181
    141	       15175
    142	       15175
    143	       15182
    144	       15178
    145	       15178
    146	       15179
    147	       15179
    148	       15183
    149	       15177
    150	       15183
    151	       15183
    152	       15180
    153	       15178
    154	       15177
    155	       15179
    156	       15175
    157	       15180
    158	       15179
    159	       15179
    160	       15178
    161	       15178
    162	       15177
    163	       15178
    164	       15176
    165	       15180
    166	       15177
    167	       15184
    168	       15177
    169	       15182
    170	       15181
    171	       15181
    172	       15179
    173	       15176
    174	       15176
    175	       15177
    176	       15185
    177	       15180
    178	       15185
    179	       15173
    180	       15181
    181	       15173
    182	       15179
    183	       15181
    184	       15176
    185	       15177
    186	       15182
    187	       15179
    188	       15181
    189	       15177
    190	       15177
    191	       15180
    192	       15173
    193	       15176
    194	       15180
    195	       15182
    196	       15176
    197	       15180
    198	       15177
    199	       15181
    200	       15180
    201	       15187
    202	       15175
    203	       15177
    204	       15180
    205	       15178
    206	       15182
    207	       15178
    208	       15181
    209	       15179
    210	       15179
    211	       15173
    212	       15185
    213	       15171
    214	       15177
    215	       15176
    216	       15178
    217	       15180
    218	       15178
    219	       15180
    220	       15177
    221	       15180
    222	       15185
    223	       15179
    224	       15178
    225	       15180
    226	       15181
    227	       15181
    228	       15178
    229	       15182
    230	       15175
    231	       15176
    232	       15180
    233	       15171
    234	       15178
    235	       15178
    236	       15178
    237	       15177
    238	       15177
    239	       15182
    240	       15183
    241	       15180
    242	       15174
    243	       15180
    244	       15181
    245	       15175
    246	       15183
    247	       15180
    248	       15180
    249	       15175
    250	       15188
    251	       15180
    252	       15173
    253	       15183
    254	       15182
    255	       15180
    256	       15184
    257	       15181
    258	       15173
    259	       15177
    260	       15185
    261	       15175
    262	       15178
    263	       15183
    264	       15179
    265	       15173
    266	       15176
    267	       15169
    268	       15177
    269	       15179
    270	       15175
    271	       15174
    272	       15178
    273	       15177
    274	       15177
    275	       15179
    276	       15182
    277	       15184
    278	       15182
    279	       15180
    280	       15179
    281	       15173
    282	       15178
    283	       15174
    284	       15178
    285	       15181
    286	       15180
    287	       15181
    288	       15181
    289	       15177
    290	       15173
    291	       15181
    292	       15177
    293	       15176
    294	       15183
    295	       15180
    296	       15180
    297	       15174
    298	       15177
    299	       15185
    300	       15178
    301	       15179
    302	       15176
    303	       15178
    304	       15182
    305	       15178
    306	       15183
    307	       15181
    308	       15180
    309	       15180
    310	       15183
    311	       15183
    312	       15179
    313	       15173
    314	       15182
    315	       15180
    316	       15176
    317	       15178
    318	       15176
    319	       15177
    320	       15180
    321	       15176
    322	       15178
    323	       15182
    324	       15177
    325	       15175
    326	       15179
    327	       15181
    328	       15173
    329	       15180
    330	       15179
    331	       15178
    332	       15171
    333	       15174
    334	       15178
    335	       15178
    336	       15178
    337	       15175
    338	       15180
    339	       15186
    340	       15181
    341	       15184
    342	       15184
    343	       15177
    344	       15180
    345	       15184
    346	       15179
    347	       15177
    348	       15182
    349	       15179
    350	       15175
    351	       15183
    352	       15184
    353	       15181
    354	       15184
    355	       15182
    356	       15185
    357	       15182
    358	       15178
    359	       15179
    360	       15183
    361	       15177
    362	       15175
    363	       15178
    364	       15182
    365	       15175
    366	       15179
    367	       15177
    368	       15180
    369	       15178
    370	       15177
    371	       15184
    372	       15183
    373	       15181
    374	       15182
    375	       15183
    376	       15181
    377	       15187
    378	       15177
    379	       15177
    380	       15185
    381	       15172
    382	       15179
    383	       15184
    384	       15171
    385	       15179
    386	       15179
    387	       15177
    388	       15175
    389	       15176
    390	       15182
    391	       15182
    392	       15185
    393	       15177
    394	       15174
    395	       15181
    396	       15180
    397	       15180
    398	       15177
    399	       15178
    400	       15173
    401	       15184
    402	       15176
    403	       15184
    404	       15175
    405	       15176
    406	       15179
    407	       15183
    408	       15175
    409	       15180
    410	       15183
    411	       15178
    412	       15181
    413	       15182
    414	       15182
    415	       15172
    416	       15178
    417	       15177
    418	       15186
    419	       15177
    420	       15177
    421	       15183
    422	       15178
    423	       15182
    424	       15175
    425	       15179
    426	       15177
    427	       15179
    428	       15178
    429	       15177
    430	       15177
    431	       15181
    432	       15182
    433	       15179
    434	       15178
    435	       15177
    436	       15178
    437	       15181
    438	       15185
    439	       15177
    440	       15180
    441	       15182
    442	       15175
    443	       15180
