      0	       15110
      1	       15105
      2	       15111
      3	       15102
      4	       15109
      5	       15110
      6	       15111
      7	       15109
      8	       15110
      9	       15106
     10	       15108
     11	       15108
     12	       15106
     13	       15108
     14	       15108
     15	       15105
     16	       15109
     17	       15102
     18	       15109
     19	       15110
     20	       15107
     21	       15103
     22	       15105
     23	       15113
     24	       15108
     25	       15106
     26	       15112
     27	       15113
     28	       15108
     29	       15105
     30	       15110
     31	       15111
     32	       15103
     33	       15104
     34	       15105
     35	       15111
     36	       15101
     37	       15110
     38	       15103
     39	       15104
     40	       15112
     41	       15109
     42	       15101
     43	       15111
     44	       15106
     45	       15107
     46	       15107
     47	       15103
     48	       15110
     49	       15108
     50	       15107
     51	       15105
     52	       15107
     53	       15113
     54	       15109
     55	       15105
     56	       15106
     57	       15107
     58	       15113
     59	       15107
     60	       15107
     61	       15107
     62	       15111
     63	       15103
     64	       15113
     65	       15104
     66	       15108
     67	       15105
     68	       15109
     69	       15103
     70	       15106
     71	       15114
     72	       15105
     73	       15110
     74	       15105
     75	       15112
     76	       15113
     77	       15108
     78	       15110
     79	       15109
     80	       15113
     81	       15110
     82	       15106
     83	       15108
     84	       15116
     85	       15107
     86	       15106
     87	       15109
     88	       15111
     89	       15104
     90	       15107
     91	       15108
     92	       15106
     93	       15107
     94	       15105
     95	       15108
     96	       15109
     97	       15105
     98	       15105
     99	       15105
    100	       15104
    101	       15105
    102	       15107
    103	       15111
    104	       15109
    105	       15112
    106	       15109
    107	       15114
    108	       15111
    109	       15107
    110	       15099
    111	       15109
    112	       15109
    113	       15106
    114	       15104
    115	       15109
    116	       15106
    117	       15107
    118	       15107
    119	       15109
    120	       15112
    121	       15105
    122	       15106
    123	       15105
    124	       15108
    125	       15107
    126	       15105
    127	       15103
    128	       15108
    129	       15110
    130	       15110
    131	       15107
    132	       15109
    133	       15108
    134	       15106
    135	       15107
    136	       15114
    137	       15110
    138	       15105
    139	       15101
    140	       15105
    141	       15101
    142	       15105
    143	       15108
    144	       15109
    145	       15108
    146	       15110
    147	       15106
    148	       15112
    149	       15105
    150	       15110
    151	       15102
    152	       15101
    153	       15111
    154	       15109
    155	       15106
    156	       15109
    157	       15107
    158	       15107
    159	       15112
    160	       15101
    161	       15106
    162	       15109
    163	       15112
    164	       15109
    165	       15108
    166	       15111
    167	       15103
    168	       15103
    169	       15112
    170	       15108
    171	       15112
    172	       15109
    173	       15112
    174	       15107
    175	       15107
    176	       15105
    177	       15104
    178	       15111
    179	       15105
    180	       15107
    181	       15109
    182	       15116
    183	       15106
    184	       15109
    185	       15108
    186	       15107
    187	       15112
    188	       15110
    189	       15111
    190	       15110
    191	       15103
    192	       15112
    193	       15100
    194	       15104
    195	       15105
    196	       15106
    197	       15114
    198	       15106
    199	       15100
    200	       15112
    201	       15112
    202	       15112
    203	       15104
    204	       15110
    205	       15108
    206	       15109
    207	       15103
    208	       15106
    209	       15106
